City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Pasighat,IN,2021-09-27 17:58:19,28.0667,95.3333,76.62,86,56,4.14
294,Usinsk,RU,2021-09-27 17:58:20,65.9939,57.5281,37.04,71,93,10.45
295,Eureka,US,2021-09-27 17:54:02,40.8021,-124.1637,67.62,92,100,5.01
296,Tazovskiy,RU,2021-09-27 17:58:20,67.4667,78.7,34.14,75,47,3.67
297,Manzhouli,CN,2021-09-27 17:58:20,49.6,117.4333,41.86,63,87,6.62
298,Cabo San Lucas,MX,2021-09-27 17:58:21,22.8909,-109.9124,92.61,65,1,1.99
299,Barcelona,ES,2021-09-27 17:55:05,41.3888,2.159,80.83,57,20,1.01
300,Hobyo,SO,2021-09-27 17:58:21,5.3505,48.5268,78.21,82,84,27.29
301,Vagur,FO,2021-09-27 17:58:22,61.4732,-6.8119,47.05,86,100,3.33
302,Carutapera,BR,2021-09-27 17:58:22,-1.195,-46.02,86.5,60,57,10.16
303,Kamaishi,JP,2021-09-27 17:58:23,39.2667,141.8833,62.69,83,71,3.24
304,Ishigaki,JP,2021-09-27 17:58:23,24.3448,124.1572,83.61,75,29,16.26
305,Portland,US,2021-09-27 17:55:41,45.5234,-122.6762,59.36,94,90,1.99
306,Thohoyandou,ZA,2021-09-27 17:58:24,-22.9456,30.485,74.8,31,8,0.96
307,Tagusao,PH,2021-09-27 17:58:24,9.1924,117.8141,79.83,84,55,2.17
308,Witney,GB,2021-09-27 17:58:24,51.7836,-1.4854,58.28,69,0,13.8
309,Chernyshevskiy,RU,2021-09-27 17:58:25,63.0128,112.4714,33.57,75,100,14.67
310,Turbat,PK,2021-09-27 17:58:25,26.0023,63.044,88.61,47,24,9.44
311,Bloemfontein,ZA,2021-09-27 17:58:25,-29.1211,26.214,83.68,15,40,11.5
312,Sartell,US,2021-09-27 17:58:26,45.6216,-94.2069,73.74,56,1,1.99
313,Kununurra,AU,2021-09-27 17:56:23,-15.7667,128.7333,73.38,78,88,4.61
314,Shenjiamen,CN,2021-09-27 17:58:26,29.9576,122.298,75.22,82,0,4.81
315,Oriximina,BR,2021-09-27 17:58:27,-1.7656,-55.8661,92.14,46,29,4.63
316,Waipawa,NZ,2021-09-27 17:58:27,-41.4122,175.5153,47.03,89,100,10.25
317,Jumla,NP,2021-09-27 17:53:46,29.2747,82.1838,59.2,92,80,2.86
318,Masuguru,TZ,2021-09-27 17:58:27,-11.3667,38.4167,83.52,33,67,11.54
319,Asau,RO,2021-09-27 17:58:28,46.4333,26.4,60.28,76,61,1.57
320,Vilyuysk,RU,2021-09-27 17:58:28,63.7553,121.6247,30.72,94,42,8.99
321,Bandarbeyla,SO,2021-09-27 17:58:28,9.4942,50.8122,78.71,82,37,14.74
322,Aykhal,RU,2021-09-27 17:58:29,66.0,111.5,31.08,96,100,16.91
323,Bandarban,BD,2021-09-27 17:58:29,22.1965,92.2262,74.84,99,100,1.95
324,Izmir,TR,2021-09-27 17:58:29,38.4622,27.0923,80.11,36,0,17.27
325,Tahta,EG,2021-09-27 17:56:19,26.7693,31.5021,84.31,30,2,9.15
326,Tongzi,CN,2021-09-27 17:58:30,28.7829,105.0877,71.08,85,100,5.44
327,Salamanca,ES,2021-09-27 17:55:09,40.8333,-6.0,69.58,60,53,6.6
328,Saint-Joseph,RE,2021-09-27 17:58:30,-21.3667,55.6167,70.18,81,29,10.85
329,Kattivakkam,IN,2021-09-27 17:58:31,13.2167,80.3167,84.29,68,100,10.33
330,Ribeira Grande,PT,2021-09-27 17:54:17,38.5167,-28.7,72.0,73,75,12.66
331,Aklavik,CA,2021-09-27 17:58:31,68.2191,-135.0107,29.12,86,20,0.0
332,Yashkul,RU,2021-09-27 17:58:31,46.1711,45.3435,55.72,60,19,11.7
333,Rio Grande,BR,2021-09-27 17:56:47,-32.035,-52.0986,75.31,82,57,7.05
334,Porto Nacional,BR,2021-09-27 17:58:32,-10.7081,-48.4172,91.4,22,47,4.43
335,Sokoto,NG,2021-09-27 17:58:32,13.0609,5.239,89.28,35,17,2.35
336,Northam,GB,2021-09-27 17:58:33,51.0333,-4.2167,59.02,78,2,16.42
337,Sao Joao Da Barra,BR,2021-09-27 17:56:52,-21.6403,-41.0511,80.69,77,76,17.58
338,Linxia,CN,2021-09-27 17:58:33,35.6003,103.2064,55.78,64,47,6.11
339,Xinzhi,CN,2021-09-27 17:58:33,36.4989,111.7047,63.81,90,100,5.21
340,Saint-Pierre,RE,2021-09-27 17:58:34,-21.3393,55.4781,71.28,80,40,3.44
341,Wilmington,US,2021-09-27 17:57:19,34.2257,-77.9447,82.98,54,2,5.01
342,Lazaro Cardenas,MX,2021-09-27 17:58:34,17.9583,-102.2,84.63,69,72,3.11
343,Bouna,CI,2021-09-27 17:58:35,9.2667,-3.0,77.56,76,78,5.19
344,Visnes,NO,2021-09-27 17:58:35,59.3556,5.2242,66.58,77,75,21.85
345,Aquiraz,BR,2021-09-27 17:58:35,-3.9014,-38.3911,87.22,62,39,17.25
346,Los Llanos De Aridane,ES,2021-09-27 17:58:36,28.6585,-17.9182,76.12,85,75,12.66
347,Andilamena,MG,2021-09-27 17:58:36,-17.0167,48.5833,59.52,87,42,7.11
348,Kasongo-Lunda,CD,2021-09-27 17:58:36,-6.4667,16.8167,72.5,89,83,1.61
349,Prince Albert,CA,2021-09-27 17:58:37,53.2001,-105.7677,60.75,59,75,2.3
350,Vardo,NO,2021-09-27 17:58:37,70.3705,31.1107,55.15,87,0,16.11
351,Itarema,BR,2021-09-27 17:54:08,-2.9248,-39.9167,86.27,62,41,19.57
352,Moore,US,2021-09-27 17:57:28,35.3395,-97.4867,91.6,35,1,7.0
353,Broome,US,2021-09-27 17:58:37,42.2506,-75.833,75.61,58,61,3.0
354,Nebolchi,RU,2021-09-27 17:58:38,59.1239,33.3454,44.08,96,17,5.37
355,Beloha,MG,2021-09-27 17:58:38,-25.1667,45.05,75.74,51,3,12.73
356,Fortuna,US,2021-09-27 17:58:39,40.5982,-124.1573,65.66,84,90,10.36
357,Royan,FR,2021-09-27 17:58:39,45.6285,-1.0281,66.24,68,22,8.39
358,Lasa,IT,2021-09-27 17:58:40,46.6166,10.7002,65.03,76,89,5.79
359,Jiayuguan,CN,2021-09-27 17:58:40,39.8167,98.3,62.33,18,0,4.54
360,Sabang,ID,2021-09-27 17:58:40,5.8933,95.3214,81.46,76,76,11.03
361,Muskegon Heights,US,2021-09-27 17:58:40,43.2011,-86.239,79.12,74,29,1.01
362,Santa Vitoria Do Palmar,BR,2021-09-27 17:55:15,-33.5189,-53.3681,69.03,62,5,7.58
363,Aqtobe,KZ,2021-09-27 17:58:41,50.2797,57.2072,39.29,87,75,11.18
364,Tazmalt,DZ,2021-09-27 17:58:41,36.3868,4.3989,77.25,68,100,5.35
365,Margate,GB,2021-09-27 17:55:20,51.3813,1.3862,62.46,63,21,1.01
366,Mehriz,IR,2021-09-27 17:58:42,31.5917,54.4318,75.7,24,0,0.74
367,Vostok,RU,2021-09-27 17:58:42,46.4856,135.8833,53.85,94,100,4.07
368,Hamilton,US,2021-09-27 17:58:43,39.1834,-84.5333,84.22,50,0,3.0
369,Nicolet,CA,2021-09-27 17:53:46,46.2168,-72.6158,66.11,70,75,11.5
370,Koutsouras,GR,2021-09-27 17:58:43,35.0339,25.9469,78.12,47,0,8.23
371,Sangar,RU,2021-09-27 17:58:44,63.9242,127.4739,34.7,77,3,1.12
372,Mana,GF,2021-09-27 17:58:44,5.6592,-53.7767,87.51,63,8,12.1
373,Progreso,MX,2021-09-27 17:58:45,21.2833,-89.6667,91.11,59,58,12.59
374,Grindavik,IS,2021-09-27 17:57:13,63.8424,-22.4338,39.15,70,75,35.68
375,Buraydah,SA,2021-09-27 17:55:28,26.326,43.975,88.25,14,45,10.56
376,Dingle,PH,2021-09-27 17:58:45,10.9995,122.6711,75.83,90,98,3.04
377,Defiance,US,2021-09-27 17:58:46,41.3334,-84.45,82.69,56,9,16.84
378,Humaita,BR,2021-09-27 17:58:46,-7.5061,-63.0208,99.01,35,63,1.16
379,Celestun,MX,2021-09-27 17:58:46,20.8667,-90.4,88.68,55,17,5.93
380,Lumeje,AO,2021-09-27 17:58:47,-11.55,20.7833,75.11,45,73,7.38
381,Berlevag,NO,2021-09-27 17:58:47,70.8578,29.0864,55.2,81,0,3.44
382,Nioro,GM,2021-09-27 17:58:47,13.35,-15.75,88.03,71,91,1.79
383,Tabas,IR,2021-09-27 17:58:48,33.5959,56.9244,81.52,22,0,4.99
384,Mitsamiouli,KM,2021-09-27 17:58:48,-11.3847,43.2844,79.09,73,20,4.61
385,Price,US,2021-09-27 17:55:07,39.5994,-110.8107,75.72,26,1,4.45
386,Neiafu,TO,2021-09-27 17:58:49,-18.65,-173.9833,70.48,94,40,0.0
387,Bathsheba,BB,2021-09-27 17:58:49,13.2167,-59.5167,88.41,66,20,9.22
388,Luwingu,ZM,2021-09-27 17:58:50,-10.2621,29.9271,73.58,39,99,3.69
389,Sambava,MG,2021-09-27 17:58:50,-14.2667,50.1667,73.22,83,0,15.19
390,Zhigansk,RU,2021-09-27 17:58:50,66.7697,123.3711,34.3,87,39,26.82
391,Nishihara,JP,2021-09-27 17:58:51,26.1842,127.7558,79.88,83,20,8.05
392,Coahuayana,MX,2021-09-27 17:58:51,18.7333,-103.6833,88.93,61,95,4.07
393,Salina Cruz,MX,2021-09-27 17:58:51,16.1667,-95.2,89.64,56,19,8.01
394,Matara,LK,2021-09-27 17:58:51,5.9485,80.5353,78.51,83,63,15.19
395,Merauke,ID,2021-09-27 17:58:52,-8.4667,140.3333,76.62,89,100,10.63
396,Yerbogachen,RU,2021-09-27 17:58:52,61.2767,108.0108,33.08,87,100,13.65
397,Batagay-Alyta,RU,2021-09-27 17:58:52,67.8006,130.4114,26.1,91,86,3.87
398,Zhanaozen,KZ,2021-09-27 17:56:12,43.3,52.8,60.17,72,21,11.99
399,Sakakah,SA,2021-09-27 17:57:46,29.9697,40.2064,90.97,19,0,9.1
400,Luderitz,NA,2021-09-27 17:58:53,-26.6481,15.1594,59.45,72,0,27.0
401,Tutoia,BR,2021-09-27 17:58:53,-2.7619,-42.2744,87.78,67,33,13.27
402,Oranjestad,AW,2021-09-27 17:58:54,12.524,-70.027,91.35,58,20,18.41
403,Lagoa,PT,2021-09-27 17:58:55,39.05,-27.9833,68.59,76,100,18.03
404,Isabela,PH,2021-09-27 17:58:55,6.7085,121.9711,78.93,82,97,3.22
405,Tilichiki,RU,2021-09-27 17:58:55,60.4667,166.1,32.16,80,79,3.85
406,Sorong,ID,2021-09-27 17:58:56,-0.8833,131.25,78.53,86,98,4.76
407,Barabai,ID,2021-09-27 17:58:56,-2.5833,115.3833,73.78,96,91,1.79
408,Requena,ES,2021-09-27 17:58:57,39.4883,-1.1004,71.53,38,99,3.13
409,Toamasina,MG,2021-09-27 17:58:57,-18.1667,49.3833,71.6,88,75,4.61
410,Arlit,NE,2021-09-27 17:58:57,18.7369,7.3853,93.51,8,0,8.52
411,Exeter,GB,2021-09-27 17:54:42,50.7236,-3.5275,59.85,73,20,13.8
412,Jacareacanga,BR,2021-09-27 17:58:58,-6.2222,-57.7528,73.71,94,75,2.3
413,Flin Flon,CA,2021-09-27 17:58:58,54.7682,-101.865,58.84,67,40,8.05
414,Kulevcha,UA,2021-09-27 17:58:58,46.0303,29.9361,55.98,56,90,2.8
415,Santa Cruz,BO,2021-09-27 17:57:06,-17.8,-63.1667,93.25,46,40,19.57
416,Xichang,CN,2021-09-27 17:58:59,27.8964,102.2634,66.6,78,55,2.39
417,Alzamay,RU,2021-09-27 17:58:59,55.5562,98.6644,33.55,97,99,7.25
418,Loa Janan,ID,2021-09-27 17:58:59,-0.583,117.095,73.8,98,85,2.08
419,Morena,IN,2021-09-27 17:59:00,26.4969,78.0,82.98,74,99,7.05
420,Alta Floresta,BR,2021-09-27 17:59:00,-9.8756,-56.0861,82.22,69,75,4.61
421,Puerto Ayacucho,VE,2021-09-27 17:59:01,5.6639,-67.6236,88.23,60,67,4.47
422,Steamboat Springs,US,2021-09-27 17:58:28,40.485,-106.8317,74.01,27,1,0.0
423,Bonthe,SL,2021-09-27 17:59:01,7.5264,-12.505,77.49,84,100,15.3
424,Namanga,KE,2021-09-27 17:59:01,-2.5433,36.7905,73.33,42,94,4.41
425,Lufilufi,WS,2021-09-27 17:59:02,-13.8745,-171.5986,73.18,73,12,10.45
426,Khed Brahma,IN,2021-09-27 17:59:02,24.0333,73.05,80.44,82,63,4.21
427,Muzhi,RU,2021-09-27 17:57:55,65.3667,64.6667,33.46,78,100,7.11
428,Krasnoselkup,RU,2021-09-27 17:59:03,65.7,82.4667,33.04,85,70,8.61
429,Niigata,JP,2021-09-27 17:57:10,37.9022,139.0236,59.92,72,98,10.42
430,Oktyabrskiy,RU,2021-09-27 17:59:03,54.4815,53.471,37.36,94,100,15.03
431,Osakarovka,KZ,2021-09-27 17:59:03,50.565,72.5692,38.08,69,100,16.96
432,Tuy Hoa,VN,2021-09-27 17:55:24,13.0833,109.3,76.6,90,49,4.47
433,Shimoda,JP,2021-09-27 17:59:04,34.6667,138.95,64.11,83,19,16.75
434,Grajau,BR,2021-09-27 17:54:27,-5.8194,-46.1386,97.83,28,62,6.24
435,Saint-Paul,RE,2021-09-27 17:59:04,-21.0096,55.2707,71.71,73,55,3.33
436,Bubaque,GW,2021-09-27 17:59:05,11.2833,-15.8333,84.56,72,96,5.68
437,Baykalovo,RU,2021-09-27 17:59:05,57.3981,63.7684,41.63,60,49,11.36
438,Riohacha,CO,2021-09-27 17:56:14,11.5444,-72.9072,89.92,62,76,14.54
439,La Ronge,CA,2021-09-27 17:59:05,55.1001,-105.2842,59.22,62,40,8.05
440,Panalingaan,PH,2021-09-27 17:59:06,8.7842,117.4231,78.96,87,46,3.09
441,Kathu,TH,2021-09-27 17:59:06,7.9178,98.3332,75.02,80,100,8.19
442,Mexico,PH,2021-09-27 17:59:06,15.0646,120.7198,82.42,90,67,1.48
443,Cairns,AU,2021-09-27 17:59:07,-16.9167,145.7667,72.07,93,75,10.36
444,Vendas Novas,PT,2021-09-27 17:59:07,38.6771,-8.4579,77.11,52,55,5.53
445,Sur,OM,2021-09-27 17:55:34,22.5667,59.5289,83.91,69,80,6.44
446,San Jose,US,2021-09-27 17:55:26,37.3394,-121.895,71.71,74,75,4.61
447,Boyolangu,ID,2021-09-27 17:56:48,-8.1181,111.8935,74.48,83,90,7.47
448,Pangai,TO,2021-09-27 17:58:01,-19.8,-174.35,73.51,64,20,6.91
449,Ewo,CG,2021-09-27 17:59:08,-0.8725,14.8206,75.0,84,92,2.06
450,Baffa,PK,2021-09-27 17:59:09,34.4378,73.2194,71.13,76,0,3.89
451,Moroni,KM,2021-09-27 17:59:09,-11.7022,43.2551,78.8,73,20,4.61
452,Birjand,IR,2021-09-27 17:59:09,32.8663,59.2211,77.47,10,0,0.0
453,Lichuan,CN,2021-09-27 17:59:09,30.3,108.85,62.6,96,1,2.82
454,Hofn,IS,2021-09-27 17:59:10,64.2539,-15.2082,44.62,76,75,17.27
455,Clarksville,US,2021-09-27 17:57:18,36.5298,-87.3595,82.69,55,0,11.16
456,Jacqueville,CI,2021-09-27 17:59:10,5.2052,-4.4146,80.51,89,97,12.06
457,Balkanabat,TM,2021-09-27 17:59:11,39.5108,54.3671,71.55,36,1,2.68
458,Karpathos,GR,2021-09-27 17:59:11,35.507,27.2132,73.36,68,20,25.32
459,Llanes,ES,2021-09-27 17:59:11,43.4198,-4.7549,66.88,78,100,3.0
460,Bonfim,BR,2021-09-27 17:59:11,3.0833,-59.95,91.74,47,32,2.33
461,Belyy Yar,RU,2021-09-27 17:59:12,53.6039,91.3903,37.29,75,0,2.24
462,Caravelas,BR,2021-09-27 17:55:08,-17.7125,-39.2481,78.44,69,96,10.0
463,Wakkanai,JP,2021-09-27 17:59:12,45.4094,141.6739,61.05,83,100,14.23
464,Huarmey,PE,2021-09-27 17:59:13,-10.0681,-78.1522,68.97,71,44,10.71
465,Zalesovo,RU,2021-09-27 17:59:13,53.9939,84.7431,31.17,94,48,6.55
466,Olafsvik,IS,2021-09-27 17:59:13,64.8945,-23.7142,37.09,76,100,38.18
467,Jackson,US,2021-09-27 17:59:14,42.4165,-122.8345,65.35,86,98,1.99
468,Kysyl-Syr,RU,2021-09-27 17:59:14,63.8986,122.7617,30.56,94,24,7.27
469,Vieksniai,LT,2021-09-27 17:55:08,56.2333,22.5167,48.97,84,12,8.1
470,Uglovskoye,RU,2021-09-27 17:59:14,51.3557,80.1942,37.92,82,100,9.62
471,Sardarshahr,IN,2021-09-27 17:59:15,28.4333,74.4833,85.26,61,87,7.81
472,Havelock,US,2021-09-27 17:59:15,34.8791,-76.9013,83.05,50,7,1.99
473,Nouakchott,MR,2021-09-27 17:59:16,18.0858,-15.9785,84.13,73,49,9.82
474,Henties Bay,NA,2021-09-27 17:59:16,-22.116,14.2845,58.86,93,11,9.89
475,Andrid,RO,2021-09-27 17:59:17,47.5167,22.35,66.45,62,33,3.13
476,Labrea,BR,2021-09-27 17:59:17,-7.2586,-64.7981,94.06,42,44,1.16
477,Butajira,ET,2021-09-27 17:59:17,8.1167,38.3667,59.4,78,91,2.44
478,Flinders,AU,2021-09-27 17:55:01,-34.5833,150.8552,55.8,76,63,9.1
479,Talnakh,RU,2021-09-27 17:59:18,69.4865,88.3972,31.33,58,23,2.28
480,Paamiut,GL,2021-09-27 17:59:19,61.994,-49.6678,33.75,57,0,7.14
481,Odweyne,SO,2021-09-27 17:59:19,9.4092,45.064,83.82,28,97,4.21
482,Bundaberg,AU,2021-09-27 17:59:19,-24.85,152.35,66.49,73,75,5.01
483,Tolaga Bay,NZ,2021-09-27 17:59:20,-38.3667,178.3,48.16,94,100,8.88
484,Belle Glade,US,2021-09-27 17:59:20,26.6845,-80.6676,89.62,51,16,9.62
485,Hami,CN,2021-09-27 17:59:20,42.8,93.45,65.64,19,0,2.24
486,Faya,SA,2021-09-27 17:59:21,18.3851,42.4509,72.12,28,57,4.12
487,Tokur,RU,2021-09-27 17:59:21,53.1333,132.9,39.6,97,44,4.27
488,Pacific Grove,US,2021-09-27 17:59:21,36.6177,-121.9166,72.43,81,40,3.0
489,San Lazaro,BZ,2021-09-27 17:59:22,18.0387,-88.6622,87.51,54,47,5.84
490,Acapulco,MX,2021-09-27 17:54:24,16.8634,-99.8901,85.05,65,85,5.35
491,Gobabis,NA,2021-09-27 17:59:22,-22.45,18.9667,80.74,11,82,8.68
492,Bucak,TR,2021-09-27 17:59:22,37.4592,30.595,70.32,39,15,3.98
493,Nizhniy Tsasuchey,RU,2021-09-27 17:59:23,50.5167,115.1333,43.23,71,100,15.9
494,Datong,CN,2021-09-27 17:59:23,40.0936,113.2914,61.14,54,100,5.14
495,Castleblayney,IE,2021-09-27 17:59:23,54.1167,-6.7333,53.04,80,32,10.78
496,Assens,DK,2021-09-27 17:59:24,55.2702,9.9008,66.42,91,100,13.94
497,Markova,UA,2021-09-27 17:59:24,48.6758,24.4138,54.99,84,50,3.87
498,Roald,NO,2021-09-27 17:59:24,62.5833,6.1333,68.92,55,0,12.66
499,Nemuro,JP,2021-09-27 17:59:25,43.3236,145.575,56.21,80,1,10.13
500,Castanhal,BR,2021-09-27 17:59:25,-1.2939,-47.9264,85.59,49,29,1.86
501,Marystown,CA,2021-09-27 17:59:25,47.1666,-55.1483,66.85,100,97,3.0
502,La Peca,PE,2021-09-27 17:59:26,-5.6111,-78.435,84.78,48,46,4.9
503,Chumikan,RU,2021-09-27 17:59:26,54.7183,135.315,47.23,84,100,7.36
504,Isla Vista,US,2021-09-27 17:59:26,34.4133,-119.861,71.78,65,42,4.23
505,Algodones,MX,2021-09-27 17:59:27,20.3888,-105.4773,81.14,65,97,4.59
506,Wanning,CN,2021-09-27 17:59:27,18.8003,110.3967,78.75,87,35,3.2
507,Guerrero Negro,MX,2021-09-27 17:59:27,27.9769,-114.0611,72.84,62,23,12.62
508,Mnogovershinnyy,RU,2021-09-27 17:59:28,53.9353,139.9242,47.16,96,100,4.29
509,Nuristan,AF,2021-09-27 17:59:28,35.3,70.8333,45.14,76,14,2.01
510,Boguchany,RU,2021-09-27 17:59:28,58.3814,97.4531,33.85,99,100,5.28
511,Goma,CD,2021-09-27 17:59:29,-1.6792,29.2228,65.93,79,71,3.11
512,Dumka,IN,2021-09-27 17:59:29,24.2667,87.25,77.76,91,68,4.32
513,Atherton,GB,2021-09-27 17:59:29,53.5237,-2.4935,58.55,68,23,3.0
514,Sinnar,SD,2021-09-27 17:59:30,13.5691,33.5672,87.78,46,78,7.43
515,Matagami,CA,2021-09-27 17:59:30,49.7502,-77.6328,48.31,87,90,12.66
516,Bima,ID,2021-09-27 17:59:30,-8.4667,118.7167,75.09,88,51,4.12
517,Ayabaca,PE,2021-09-27 17:59:31,-4.6398,-79.7149,67.15,38,48,4.97
518,Quatre Cocos,MU,2021-09-27 17:59:31,-20.2078,57.7625,72.09,71,13,16.93
519,Jurm,AF,2021-09-27 17:59:31,36.8648,70.8342,58.8,32,0,3.22
520,Mahanoro,MG,2021-09-27 17:59:32,-19.9,48.8,68.68,85,0,1.52
521,Honiara,SB,2021-09-27 17:59:32,-9.4333,159.95,76.24,90,100,5.28
522,Taylorville,US,2021-09-27 17:59:32,39.5489,-89.2945,87.87,35,1,16.11
523,Alice Springs,AU,2021-09-27 17:59:33,-23.7,133.8833,78.35,15,76,13.8
524,Codrington,AU,2021-09-27 17:59:33,-38.2667,141.9667,47.88,74,98,7.72
525,Arecibo,PR,2021-09-27 17:59:33,18.4724,-66.7157,90.55,74,5,5.99
526,Pombas,CV,2021-09-27 17:59:34,17.1503,-25.0201,85.78,76,12,14.12
527,Colomi,BO,2021-09-27 17:59:34,-17.35,-65.8667,75.22,66,54,9.17
528,Ulety,RU,2021-09-27 17:59:34,51.3572,112.4849,37.17,60,100,5.55
529,Tigil,RU,2021-09-27 17:59:35,57.8,158.6667,35.64,92,61,2.42
530,Cobija,BO,2021-09-27 17:59:35,-11.0267,-68.7692,95.18,46,40,6.91
531,Padang,ID,2021-09-27 17:59:35,-0.9492,100.3543,78.85,90,94,4.12
532,Neringa,LT,2021-09-27 17:59:35,55.3719,21.0647,50.09,72,36,18.61
533,Gornopravdinsk,RU,2021-09-27 17:59:36,60.05,69.9,32.18,94,6,5.44
534,Kirkland Lake,CA,2021-09-27 17:59:36,48.1446,-80.0377,49.03,71,77,9.71
535,Shingu,JP,2021-09-27 17:59:36,33.7333,135.9833,70.74,87,50,11.63
536,Kushiro,JP,2021-09-27 17:59:37,42.975,144.3747,52.86,90,10,2.46
537,Tiarei,PF,2021-09-27 17:59:37,-17.5333,-149.3333,80.62,79,99,17.52
538,Mauriti,BR,2021-09-27 17:59:38,-7.3892,-38.7744,96.98,21,51,10.78
539,Chapais,CA,2021-09-27 17:59:38,49.7834,-74.8492,46.18,83,100,10.63
540,Puerto Escondido,MX,2021-09-27 17:59:38,15.85,-97.0667,86.41,64,63,5.32
541,Virginia Beach,US,2021-09-27 17:58:13,36.8529,-75.978,82.02,44,30,5.01
542,Ormara,PK,2021-09-27 17:59:39,25.2088,64.6357,83.79,74,72,10.76
543,Hirara,JP,2021-09-27 17:57:19,24.8,125.2833,83.59,71,57,17.13
544,Utinga,BR,2021-09-27 17:59:39,-5.8172,-35.3954,85.05,65,75,18.41
545,Shubarshi,KZ,2021-09-27 17:59:40,48.5872,57.1869,50.16,64,55,7.31
546,Hazorasp,UZ,2021-09-27 17:59:40,41.3194,61.0742,55.24,38,0,4.76
547,Mecca,SA,2021-09-27 17:59:40,21.4267,39.8261,89.8,41,41,6.49
548,Amursk,RU,2021-09-27 17:59:41,50.2261,136.8994,58.23,97,100,10.0
549,Broken Hill,AU,2021-09-27 17:57:59,-31.95,141.4333,55.11,24,42,8.05
550,Jaciara,BR,2021-09-27 17:59:41,-15.9653,-54.9683,101.62,21,4,3.31
551,Moyale,KE,2021-09-27 17:59:41,3.5167,39.0584,76.53,39,72,8.55
552,Souillac,MU,2021-09-27 17:59:42,-20.5167,57.5167,72.36,78,40,14.97
553,Kulhudhuffushi,MV,2021-09-27 17:59:42,6.6221,73.07,81.81,75,100,20.56
554,Marsaxlokk,MT,2021-09-27 17:59:43,35.8419,14.5431,80.08,83,20,6.91
555,Nouadhibou,MR,2021-09-27 17:59:43,20.931,-17.0347,89.58,37,0,8.05
556,Ryotsu,JP,2021-09-27 17:59:43,38.0833,138.4333,66.42,77,96,6.89
557,Springfield,US,2021-09-27 17:57:32,37.2153,-93.2982,86.54,47,62,8.01
558,Shahrud,IR,2021-09-27 17:59:44,36.4182,54.9763,64.69,28,0,3.6
559,Semnan,IR,2021-09-27 17:59:44,35.5729,53.3971,69.62,38,0,1.54
560,Salinopolis,BR,2021-09-27 17:59:44,-0.6136,-47.3561,84.97,65,30,12.59
561,Minab,IR,2021-09-27 17:59:44,27.1467,57.0801,87.3,61,49,1.3
